,rating
84733,8
84734,5
84735,6
84736,7
84737,8
84738,5
84739,5
84740,7
84741,7
84742,6
84743,8
84744,4
84745,8
84746,7
84747,8
84748,8
84749,7
84750,7
84751,5
84752,8
84753,7
84754,5
84755,5
84756,8
84757,7
84758,6
84759,8
84760,8
84761,7
84762,7
84763,9
84764,6
84765,9
84766,5
84767,7
84768,6
84769,7
84770,3
84771,9
84772,5
84773,6
84774,9
84775,6
84776,6
84777,8
84778,4
84779,7
84780,8
84781,7
84782,7
84783,7
84784,7
84785,7
84786,6
84787,6
84788,8
84789,9
84790,6
84791,7
84792,8
84793,7
84794,6
84795,8
84796,8
84797,9
84798,7
84799,4
84800,6
84801,8
84802,5
84803,7
84804,6
84805,7
84806,7
84807,6
84808,10
84809,6
84810,6
84811,4
84812,8
84813,8
84814,6
84815,6
84816,7
84817,8
84818,8
84819,6
84820,5
84821,2
84822,7
84823,7
84824,5
84825,7
84826,5
84827,6
84828,7
84829,6
84830,7
84831,8
84832,8
84833,6
84834,7
84835,7
84836,3
84837,7
84838,9
84839,6
84840,5
84841,8
84842,8
84843,5
84844,4
84845,8
84846,8
84847,8
84848,10
84849,10
84850,7
84851,7
84852,6
84853,6
84854,6
84855,6
84856,7
84857,6
84858,8
84859,6
84860,7
84861,9
84862,7
84863,8
84864,6
84865,8
84866,8
84867,8
84868,8
84869,8
84870,6
84871,7
84872,6
84873,8
84874,7
84875,5
84876,6
84877,7
84878,7
84879,6
84880,6
84881,5
84882,7
84883,9
84884,7
84885,7
84886,10
84887,7
84888,8
84889,8
84890,8
84891,8
84892,7
84893,5
84894,7
84895,8
84896,7
84897,7
84898,6
84899,6
84900,7
84901,7
84902,7
84903,8
84905,5
84906,7
84907,8
84908,8
84909,4
84910,7
84911,5
84912,7
84913,7
84914,7
84915,5
84916,6
84917,7
84918,7
84919,8
84920,6
84921,8
84922,7
84923,8
84924,7
84925,8
84926,6
84927,7
84928,8
84929,7
84930,7
84931,8
84932,7
84933,6
84934,8
84935,8
84936,5
84937,7
84938,6
84939,5
84940,7
84941,5
84942,6
84943,8
84944,8
84945,7
84946,7
84947,6
84948,4
84949,2
84950,7
84951,5
84952,9
84953,7
84954,7
84955,8
84956,7
84957,8
84958,7
84959,8
84960,7
84961,6
84962,7
84963,6
84964,8
84965,8
84966,7
84967,8
84968,7
84969,10
84970,8
84971,8
84972,8
84973,8
84974,6
84975,7
84976,7
84977,7
84978,5
84979,6
84980,7
84981,8
84982,8
84983,7
84984,2
84985,6
84986,7
84987,6
84988,8
84989,7
84990,8
84991,6
84992,5
84993,6
84994,8
84995,7
84996,8
84997,7
84998,7
84999,8
85000,8
85001,7
85002,6
85003,6
85004,8
85005,7
85006,7
85007,8
85008,8
85009,6
85010,5
85011,8
85012,7
85013,6
85014,6
85015,6
85016,9
85017,8
85018,7
85019,8
85020,9
85021,8
85022,6
85023,6
85024,9
85025,6
85026,5
85027,7
85028,8
85029,6
85030,8
85031,7
85032,8
85034,8
85035,7
85036,5
85037,7
85038,7
85039,7
85040,6
85041,7
85042,7
85043,8
85044,7
85045,4
85046,6
85047,9
85048,5
85049,6
85050,6
85051,6
85052,7
85053,9
85054,7
85055,8
85056,7
85057,7
85058,7
85059,9
85060,8
85061,7
85062,7
85063,6
85064,6
85065,8
85066,7
85067,7
85068,9
85069,8
85070,8
85071,8
85072,7
85073,8
85074,6
85075,7
85076,7
85077,8
85078,8
85079,7
85080,8
85081,7
85082,6
85083,8
85084,9
85085,7
85086,8
85087,4
85088,7
85089,8
85090,7
85091,4
85092,7
85093,7
85094,10
85095,9
85096,1
85097,8
85098,9
85099,9
85100,6
85101,8
85102,8
85103,6
85104,6
85105,4
85106,8
85107,6
85108,9
85109,9
85110,9
85111,6
85112,7
85113,8
85114,9
85115,5
85116,7
85117,7
85118,5
85119,8
85120,8
85121,6
85122,9
85123,7
85124,7
85125,7
85126,8
85127,9
85128,7
85129,5
85130,7
85131,8
85132,6
85133,8
85134,5
85135,7
85136,7
85137,6
85138,9
85139,8
85140,8
85141,8
85142,4
85143,8
85144,8
85145,8
85146,7
85147,8
85148,7
85149,5
85150,7
85151,6
85152,6
85153,6
85154,9
85155,7
85156,7
85157,8
85158,7
85159,7
85160,7
85161,7
85162,5
85163,9
85164,6
85165,7
85166,7
85167,4
85168,4
85169,9
85170,6
85171,1
85172,7
85173,3
85174,9
85175,6
85176,5
85177,8
85178,6
85179,8
85180,5
85181,8
85182,7
85183,7
85184,7
85185,6
85186,6
85187,6
85188,6
85189,7
85190,6
85191,9
85192,7
85193,6
85194,5
85195,6
85196,7
85197,7
85198,8
85199,7
85200,6
85201,6
85202,8
85203,7
85204,5
85205,10
85206,7
85207,7
85208,8
85209,7
85210,7
85211,7
85212,6
85213,7
85214,8
85215,6
85216,8
85217,8
85218,8
85219,6
85220,8
85221,8
85222,6
85223,6
85224,6
85225,7
85226,6
85227,7
85228,6
85229,8
85230,8
85231,6
85232,6
85233,8
85234,6
85235,3
85236,7
85237,8
85238,6
85239,6
85240,7
85241,6
85242,7
85243,7
85244,9
85245,6
85246,8
85247,6
85248,6
85249,9
85250,8
85251,6
85252,8
85253,8
85254,5
85255,8
85256,7
85257,7
85258,7
85259,8
85260,6
85261,1
85262,8
85263,8
85264,7
85265,8
85266,6
85267,2
85268,7
85269,7
85270,6
85271,6
85272,8
85273,8
85274,8
85275,5
85276,7
85277,3
85278,9
85279,6
85280,6
85281,8
85282,6
85283,8
85284,7
85285,7
85286,6
85287,8
85288,9
85289,8
85290,9
85291,6
85292,6
85293,8
85294,7
85295,9
85296,6
85297,7
85298,7
85299,7
85300,5
85301,7
85302,8
85303,6
85304,8
85305,5
85306,6
85307,4
85308,8
85309,5
85310,5
85311,8
85312,7
85313,8
85314,6
85315,8
85316,7
85317,7
85318,8
85319,6
85320,8
85321,7
85322,7
85323,5
85324,4
85325,7
85326,7
85327,6
85328,7
85329,6
85330,9
85331,7
85332,6
85333,4
85334,8
85335,7
85336,7
85337,7
85338,3
85339,5
85340,3
85341,7
85342,5
85343,8
85344,8
85345,5
85346,8
85347,8
85348,8
85349,8
85350,3
85351,9
85352,6
85353,9
85354,8
85355,7
85356,4
85357,8
85358,7
85359,7
85360,7
85361,6
85362,8
85363,7
85364,5
85365,6
85366,6
85367,8
85368,8
85369,8
85370,5
85371,5
85372,9
85373,7
85374,7
85375,8
85376,8
85377,10
85378,8
85379,3
85380,5
85381,7
85382,5
85383,8
85384,9
85385,5
85386,7
85387,10
85388,7
85389,8
85390,7
85391,8
85392,7
85393,5
85394,6
85395,3
85396,8
85397,10
85398,9
85399,5
85400,8
85401,4
85402,8
85403,8
85404,5
85405,7
85406,7
85407,5
85408,8
85409,7
85410,7
85411,5
85412,5
85413,9
85414,7
85415,8
85416,9
85417,6
85418,8
85419,7
85420,8
85421,8
85422,8
85423,9
85424,6
85425,3
85426,7
85427,9
85428,7
85429,2
85430,5
85431,9
85432,8
85433,6
85434,6
85435,7
85436,6
85437,6
85438,8
85439,6
85440,8
85441,7
85442,8
85443,7
85444,8
85445,7
85446,5
85447,5
85448,5
85449,7
85450,5
85451,9
85452,6
85453,9
85454,5
85455,6
85456,8
85457,8
85458,7
85459,8
85460,6
85461,8
85462,7
85463,8
85464,6
85465,6
85466,7
85467,3
85468,6
85469,7
85470,8
85471,8
85472,7
85473,8
85474,8
85475,6
85476,8
85477,6
85478,7
85479,7
85480,8
85481,5
85482,7
85483,7
85484,7
85485,9
85486,4
85487,7
85488,7
85489,7
85490,8
85491,6
85492,6
85493,7
85494,6
85495,3
85496,7
85497,9
85498,7
85499,4
85500,9
85501,5
85502,5
85503,6
85504,7
85505,8
85506,8
85507,6
85508,7
85509,5
85510,8
85511,7
85512,6
85513,7
85514,8
85515,7
85516,6
85517,6
85518,8
85519,8
85520,7
85521,8
85522,7
85523,8
85524,5
85525,8
85526,7
85527,6
85528,10
85529,6
85530,5
85531,6
85532,6
85533,4
85534,7
85535,7
85536,7
85537,6
85538,6
85539,5
85540,8
85541,8
85542,4
85543,5
85544,5
85545,7
85546,7
85547,6
85549,6
85550,7
85551,7
85552,8
85553,7
85554,7
85555,5
85556,6
85557,5
85558,7
85559,7
85560,7
85561,5
85562,7
85563,8
85564,7
85565,7
85566,6
85567,6
85568,7
85569,4
85570,9
85571,1
85572,7
85573,9
85574,4
85575,8
85576,8
85577,7
85578,9
85579,6
85580,9
85581,8
85582,6
85583,9
85584,8
85585,7
85586,7
85587,6
85588,9
85589,8
85590,8
85592,7
85593,5
85594,6
85595,6
85596,7
85597,7
85598,7
85599,8
85600,7
85601,8
85602,8
85603,6
85604,6
85605,8
85606,7
85607,8
85608,7
85609,7
85610,8
85611,8
85612,8
85613,8
85614,7
85615,9
85616,7
85617,7
85618,7
85619,9
85620,5
85621,6
85622,8
85623,7
85624,4
85625,7
85626,6
85627,7
85628,4
85629,5
85630,8
85631,6
85632,8
85633,8
85634,6
85635,6
85636,9
85637,6
85638,6
85639,7
85640,8
85641,8
85642,4
85643,6
85644,4
85645,7
85646,7
85647,6
85648,7
85649,7
85650,6
85651,6
85652,9
85653,8
85655,7
85656,8
85657,8
85658,7
85659,7
85660,7
85661,7
85662,5
85663,7
85664,6
85665,8
85666,9
85667,8
85668,5
85669,8
85670,7
85671,6
85672,8
85673,7
85674,8
85675,7
85676,6
85677,4
85678,7
85679,9
85680,7
85681,6
85682,5
85683,6
85684,6
85685,7
85686,7
85687,8
85688,7
85689,7
85690,8
85691,9
85692,9
85693,7
85694,5
85695,7
85696,8
85697,5
85698,5
85699,7
85700,8
85701,6
85702,8
85703,7
85704,7
85705,8
85706,7
85707,8
85708,7
85709,5
85710,8
85711,7
85712,7
85713,8
85714,6
85715,8
85716,7
85717,7
85718,6
85719,9
85720,8
85721,9
85722,7
85723,8
85724,7
85725,8
85726,6
85727,7
85728,8
85729,7
85730,7
85731,7
85732,4
85733,7
85734,9
85735,8
85736,6
85737,8
85738,6
85739,7
85740,6
85741,6
85742,7
85743,7
85744,7
85745,8
85746,8
85747,7
85748,7
85749,5
85750,3
85751,8
85752,6
85753,5
85755,7
85756,8
85757,7
85758,7
85759,7
85760,5
85761,8
85762,7
85763,8
85764,3
85765,8
85766,6
85767,6
85768,9
85769,9
85770,8
85771,8
85772,8
85773,8
85774,4
85775,6
85776,8
85777,7
85778,8
85779,6
85780,7
85781,7
85782,7
85783,6
85784,7
85785,8
85786,8
85787,7
85788,8
85789,8
85790,8
85791,7
85792,6
85793,8
85794,5
85795,6
85796,9
85797,8
85798,7
85799,8
85800,9
85801,7
85802,8
85803,3
85804,8
85805,7
85806,7
85807,5
85808,7
85809,7
85810,8
85811,8
85812,7
85813,7
85814,8
85815,5
85816,6
85817,6
85818,4
85819,8
85820,8
85821,7
85823,7
85824,8
85825,9
85826,6
85827,7
85828,6
85829,8
85831,7
85832,7
85833,5
85834,8
85835,7
85836,7
85837,7
85838,4
85839,9
85840,8
85841,8
85842,8
85843,9
85844,8
85845,7
85846,7
85847,7
85848,7
85849,8
85850,7
85851,8
85852,6
85853,6
85854,7
85855,6
85856,7
85857,4
85858,8
85859,7
85860,5
85861,8
85862,6
85863,7
85864,9
85865,7
85866,8
85867,9
85868,3
85869,6
85870,6
85871,8
85872,7
85873,7
85874,8
85875,8
85876,6
85877,7
85878,7
85879,4
85880,6
85881,6
85882,7
85883,6
85884,7
85885,7
85886,8
85887,7
85888,6
85889,6
85890,8
85891,6
85892,7
85893,6
85894,9
85895,3
85896,6
85897,7
85898,8
85899,6
85900,9
85901,9
85902,5
85903,8
85904,7
85905,7
85906,4
85907,6
85908,10
85909,5
85910,7
85911,8
85912,7
85913,8
85914,5
85915,7
85916,5
85917,6
85918,8
85919,5
85920,6
85921,6
85922,6
85923,7
85924,6
85925,4
85926,8
85927,7
85928,8
85929,7
85930,7
85931,7
85932,7
85933,7
85934,7
85935,7
85936,6
85937,8
85938,6
85939,4
85940,5
85941,9
85942,8
85943,7
85944,6
85945,7
85946,7
85947,8
85948,8
85949,7
85950,6
85951,6
85952,6
85953,7
85954,6
85955,4
85956,7
85957,6
85958,5
85959,8
85960,7
85961,8
85962,7
85963,6
85964,6
85965,5
85966,5
85967,8
85968,8
85969,8
85970,8
85971,4
85972,8
85973,9
85974,7
85975,5
85976,4
85977,9
85978,8
85979,8
85980,5
85981,6
85982,8
85983,7
85984,9
85985,7
85986,7
85987,9
85988,6
85989,7
85990,7
85991,9
85992,8
85993,8
85994,3
85995,6
85996,5
85997,6
85998,1
85999,7
86000,7
86001,7
86003,7
86004,3
86005,7
86006,3
86007,9
86008,9
86009,5
86010,8
86011,8
86012,4
86013,8
86014,8
86015,6
86016,7
86018,6
86019,6
86020,5
86021,7
86023,8
86024,8
86025,8
86026,7
86027,7
86028,6
86029,8
86030,6
86031,5
86032,6
86033,7
86034,6
86035,8
86036,5
86037,6
86038,7
86039,6
86040,6
86041,8
86042,9
86043,8
86044,4
86045,8
86046,8
86047,8
86048,8
86049,7
86050,8
86051,10
86052,7
86053,5
86054,7
86055,5
86056,9
86057,7
86058,6
86059,7
86060,7
86061,6
86062,8
86063,7
86064,8
86065,7
86066,7
86067,7
86068,7
86069,7
86070,7
86071,8
86072,8
86073,8
86074,7
86075,8
86076,9
86077,7
86078,7
86079,7
86080,8
86081,9
86082,7
86083,7
86084,8
86085,7
86086,8
86087,8
86088,7
86089,6
86090,5
86091,8
86092,6
86093,8
86094,7
86095,6
86096,8
86097,5
86098,8
86099,7
86100,3
86101,8
86102,6
86103,7
86104,5
86105,6
86106,6
86107,7
86108,7
86109,8
86110,4
86111,8
86112,8
86113,7
86114,8
86115,9
86116,7
86117,8
86118,9
86119,7
86120,8
86121,8
86122,8
86123,8
86124,7
86125,9
86126,8
86127,7
86128,8
86129,6
86130,6
86131,8
86132,8
86133,6
86134,9
86135,4
86136,6
86137,6
86138,5
86139,1
86140,8
86141,6
86142,8
86143,8
86144,4
86145,7
86146,8
86147,8
86148,5
86149,6
86150,7
86151,6
86152,8
86153,8
86154,3
86155,6
86156,9
86157,7
86158,7
86159,7
86160,6
86161,9
86162,6
86163,9
86164,4
86165,8
86166,5
86167,9
86168,7
86169,8
86170,9
86171,10
86172,7
86173,9
86174,2
86175,7
86176,7
86177,7
86178,8
86179,7
86180,7
86181,8
86182,6
86183,7
86184,7
86185,6
86186,8
86187,7
86188,9
86189,7
86190,7
86191,7
86192,6
86193,4
86194,8
86195,6
86196,9
86197,7
86198,8
86199,6
86200,9
86201,6
86202,6
86203,7
86204,7
86205,7
86206,6
86207,7
86208,6
86210,7
86211,7
86212,6
86213,6
86214,5
86215,6
86216,6
86217,7
86218,7
86219,7
86220,9
86221,8
86222,7
86223,5
86224,1
86225,8
86226,8
86227,8
86228,8
86229,6
86230,8
86231,8
86232,8
86233,4
86234,5
86235,4
86236,9
86237,8
86238,8
86239,8
86240,5
86241,7
86242,6
86243,8
86244,5
86245,8
86246,6
86247,7
86248,6
86249,7
86250,7
86251,8
86252,5
86253,7
86254,7
86255,5
86256,7
86257,8
86258,8
86259,8
86260,8
86261,7
86262,6
86263,8
86264,7
86265,7
86266,8
86267,6
86268,7
86269,8
86270,5
86271,7
86272,6
86273,7
86274,8
86275,7
86276,9
86277,5
86278,8
86279,7
86280,7
86281,6
86282,7
86283,6
86284,7
86285,6
86286,7
86287,8
86288,8
86289,8
86290,7
86291,7
86292,6
86293,7
86294,7
86295,8
86296,5
86297,8
86298,7
86299,7
86300,8
86301,7
86302,9
86303,7
86304,9
86305,8
86306,9
86307,8
86308,6
86309,7
86310,8
86311,6
86312,5
86313,9
86314,7
86315,5
86316,6
86317,5
86318,8
86319,7
86320,6
86321,8
86322,7
86323,6
86324,4
86325,2
86326,7
86327,7
86328,8
86329,2
86330,7
86331,7
86332,8
86333,5
86334,7
86335,8
86336,7
86337,8
86338,8
86339,6
86340,8
86341,6
86342,8
86343,8
86344,8
86345,5
86346,5
86347,7
86348,7
86349,7
86350,7
86351,8
86352,8
86353,8
86354,9
86355,4
86356,8
86357,6
86358,7
86359,8
86360,7
86361,7
86362,7
86363,7
86364,7
86365,6
86366,8
86367,7
86368,8
86369,9
86370,9
86371,6
86372,6
86373,6
86374,8
86375,5
86376,3
86377,8
86378,6
86379,6
86380,9
86381,8
86382,6
86383,7
86384,8
86385,7
86386,4
86387,6
86388,8
86389,7
86390,8
86391,9
86392,6
86393,7
86394,6
86395,5
86396,6
86397,8
86398,9
86399,8
86400,8
86401,5
86402,7
86403,3
86404,6
86405,6
86406,6
86407,6
86408,8
86409,9
86410,6
86411,8
86412,6
86413,6
86414,7
86415,8
86416,7
86417,7
86418,6
86419,7
86420,8
86421,6
86422,7
86423,6
86424,7
86425,8
86426,7
86427,8
86428,7
86429,4
86430,8
86431,4
86432,6
86433,4
86434,2
86435,8
86436,6
86437,4
86438,8
86439,5
86440,6
86441,3
86442,7
86443,7
86444,8
86445,5
86446,7
86447,7
86448,7
86449,5
86450,7
86451,7
86452,6
86453,8
86454,6
86455,8
86456,9
86457,6
86458,4
86459,8
86460,7
86461,7
86462,4
86463,8
86464,6
86465,5
86466,8
86467,9
86468,7
86469,8
86470,7
86471,7
86472,9
86473,4
86474,6
86475,4
86476,3
86477,7
86478,9
86479,5
86480,5
86481,8
86482,7
86483,5
86484,7
86485,7
86486,6
86487,6
86488,7
86489,9
86490,6
86491,8
86492,6
86493,5
86494,6
86495,8
86496,7
86497,6
86498,6
86499,5
86500,8
86501,7
86502,5
86503,8
86504,7
86505,4
86506,8
86507,8
86508,7
86509,7
86510,9
86511,6
86512,5
86513,7
86514,5
86515,7
86516,7
86517,5
86518,8
86519,5
86520,7
86521,7
86522,7
86523,7
86524,8
86525,9
86526,8
86527,8
86528,7
86529,9
86530,6
86531,7
86532,7
86533,8
86534,8
86535,2
86536,8
86537,5
86538,7
86539,9
86540,7
86541,7
86542,9
86543,4
86544,7
86545,6
86546,6
86547,7
86548,7
86549,7
86550,8
86551,7
86552,8
86553,7
86554,6
86555,5
86556,8
86557,8
86558,6
86559,8
86560,9
86561,3
86562,6
86563,9
86564,6
86565,4
86566,9
86567,8
86568,7
86569,6
86570,5
86571,6
86572,9
86573,6
86574,9
86575,8
86576,7
86577,4
86578,9
86579,7
86580,6
86581,6
86582,9
86583,8
86584,8
86585,8
86586,7
86587,8
86588,9
86589,7
86590,9
86591,5
86592,7
86593,6
86594,6
86595,7
86596,8
86597,6
86598,6
86599,7
86600,9
86601,7
86602,7
86603,8
86604,5
86605,8
86606,8
86607,9
86608,8
86609,7
86610,7
86611,8
86612,4
86613,8
86614,7
86615,6
86616,5
86617,7
86618,6
86619,6
86620,9
86621,10
86622,6
86623,4
86624,8
86625,9
86626,6
86627,5
86628,7
86629,7
86630,7
86631,5
86632,6
86633,7
86634,7
86635,7
86636,8
86637,7
86638,5
86639,8
86640,7
86641,8
86642,6
86643,8
86644,8
86645,8
86646,4
86647,7
86648,8
86649,9
86650,8
86651,6
86652,7
86653,8
86654,5
86655,2
86656,7
86657,8
86658,6
86659,5
86660,7
86662,8
86663,8
86664,6
86665,7
86666,7
86667,6
86668,8
86669,9
86670,8
86671,7
86672,7
86673,7
86674,10
86675,8
86676,8
86677,6
86678,3
86679,7
86680,7
86681,5
86682,7
86683,7
86684,8
86685,8
86686,5
86687,5
86688,6
86689,7
86690,7
86691,7
86692,9
86693,7
86694,8
86695,8
86696,6
86697,5
86698,7
86699,7
86700,9
86701,5
86702,7
86703,9
86704,7
86705,3
86706,6
86707,9
86708,8
86709,5
86710,6
86711,7
86712,6
86713,7
86714,6
86715,9
86716,7
86717,7
86718,9
86719,8
86720,8
86721,4
86722,5
86723,7
86724,7
86725,7
86726,7
86727,6
86728,6
86729,9
86730,9
86731,8
86732,7
86733,6
86734,8
86735,5
86736,4
86737,8
86738,7
86739,7
86740,7
86741,8
86742,5
86743,7
86744,6
86745,7
86746,8
86747,8
86748,8
86749,8
86750,7
86751,7
86752,7
86753,7
86754,7
86755,5
86756,8
86757,7
86758,6
86759,10
86760,2
86761,7
86762,8
86763,6
86764,5
86765,8
86766,7
86767,8
86768,7
86769,8
86770,7
86771,8
86772,10
86773,8
86774,6
86775,9
86776,7
86777,6
86778,8
86779,4
86780,6
86781,8
86782,8
86783,7
86784,4
86785,7
86786,7
86787,8
86788,7
86789,9
86790,6
86791,8
86792,8
86793,7
86794,5
86795,7
86796,6
86797,8
86798,7
86799,6
86800,6
86801,7
86802,2
86803,8
86804,8
86805,7
86806,8
86807,6
86808,6
86809,7
86810,7
86811,9
86812,8
86813,7
86814,6
86815,7
86816,7
86817,6
86818,6
86819,9
86820,7
86821,2
86822,7
86823,4
86824,5
86825,6
86826,6
86827,6
86828,7
86829,8
86830,7
86831,8
86832,9
86833,7
86834,5
86835,8
86836,3
86837,6
86838,8
86839,8
86840,8
86841,7
86842,5
86843,7
86844,7
86845,7
86846,4
86847,8
86848,4
86849,8
86850,7
86851,4
86852,5
86853,9
86854,6
86855,7
86856,7
86857,6
86858,6
86859,8
86860,5
86861,7
86862,6
86863,6
86864,8
86865,7
86866,4
86867,8
86868,6
86869,8
86870,6
86871,9
86872,8
86873,7
86874,6
86875,6
86876,2
86877,5
86878,8
86879,8
86880,7
86881,8
86882,7
86883,7
86884,6
86885,7
86886,8
86887,8
86888,6
86889,8
86890,6
86891,5
86892,6
86893,7
86894,7
86895,7
86896,8
86897,7
86898,6
86899,6
86900,7
86901,8
86902,7
86903,5
86904,8
86905,8
86906,8
86907,9
86908,8
86909,8
86910,5
86911,7
86912,7
86913,6
86914,7
86915,7
86916,6
86917,7
86918,7
86919,9
86920,7
86921,6
86922,6
86923,8
86924,6
86925,1
86926,5
86927,7
86928,9
86929,8
86930,7
86931,7
86932,5
86933,7
86934,8
86935,8
86936,8
86937,9
86938,8
86939,8
86940,4
86941,8
86942,8
86943,7
86944,7
86945,8
86946,6
86947,7
86948,7
86949,4
86950,6
86951,7
86952,6
86953,8
86954,6
86955,8
86956,6
86957,8
86958,8
86959,6
86960,9
86961,8
86962,6
86963,8
86964,7
86965,9
86966,8
86967,7
86968,6
86969,6
86970,10
86971,8
86972,8
86973,6
86974,6
86975,6
86976,6
86977,4
86978,6
86979,7
86980,8
86981,4
86982,8
86983,5
86984,8
86985,8
86986,8
86987,6
86988,7
86989,8
86990,8
86991,5
86992,9
86993,9
86994,7
86995,7
86996,7
86997,8
86998,5
86999,5
87000,6
87001,7
87002,8
87003,7
87004,7
87005,9
87006,6
87007,5
87008,7
87009,8
87010,8
87011,4
87012,9
87013,7
87014,9
87015,5
87016,8
87017,8
87018,5
87019,7
87020,8
87021,7
87022,5
87023,6
87024,5
87025,6
87026,7
87027,5
87028,4
87029,7
87030,8
87031,9
87032,6
87033,7
87034,7
87035,8
87036,6
87037,8
87038,8
87039,6
87040,5
87041,9
87042,6
87043,9
87044,8
87045,8
87046,9
87047,8
87048,7
87049,7
87050,8
87051,7
87052,8
87053,6
87054,6
87055,7
87056,9
87057,7
87058,8
87059,7
87060,5
87061,6
87062,8
87063,7
87064,7
87065,6
87066,4
87067,8
87068,7
87069,7
87070,8
87071,4
87072,7
87073,8
87074,8
87075,9
87076,7
87077,8
87078,8
87079,8
87080,9
87081,5
87082,6
87083,8
87085,4
87086,8
87087,7
87088,8
87089,6
87090,7
87091,9
87092,6
87093,5
87094,6
87095,8
87096,6
87097,7
87098,7
87099,8
87100,6
87101,8
87102,4
87103,9
87104,7
87105,8
87106,8
87107,2
87108,8
87109,7
87110,8
87111,6
87112,4
87113,7
87114,8
87115,8
87116,7
87117,8
87118,6
87119,7
87120,6
87121,7
87122,8
87123,6
87124,7
87125,6
87126,8
87127,7
87128,8
87129,6
87130,8
87131,5
87132,8
87133,7
87134,8
87135,7
87136,6
87137,8
87138,7
87139,7
87140,6
87141,6
87142,7
87143,6
87144,6
87145,7
87146,6
87147,6
87148,7
87149,6
87150,7
87151,9
87152,6
87153,9
87154,9
87155,5
87156,7
87157,4
87158,9
87159,8
87160,9
87161,7
87162,8
87163,8
87164,7
87165,8
87166,8
87167,6
87168,8
87169,5
87170,7
87171,8
87172,7
87173,5
87174,6
87175,7
87176,8
87177,7
87178,5
87179,7
87180,8
87181,6
87182,8
87183,7
87184,6
87185,5
87186,9
87187,5
87188,9
87189,9
87190,7
87191,4
87192,8
87193,7
87194,5
87195,8
87196,9
87197,9
87198,6
87199,6
87200,7
87201,7
87202,6
87203,7
87204,7
87205,5
87206,7
87207,4
87208,7
87209,6
87210,4
87211,9
87212,6
87213,8
87214,5
87215,4
87216,7
87217,6
87218,5
87219,6
87220,9
87221,6
87222,8
87223,8
87225,8
87226,5
87227,8
87228,7
87229,7
87230,4
87231,5
87232,8
87233,7
87234,5
87235,7
87236,6
87237,4
87238,6
87239,7
87240,8
87241,7
87242,5
87243,5
87244,7
87245,9
87246,4
87247,8
87248,7
87249,8
87250,8
87251,8
87252,7
87253,7
87254,6
87255,6
87256,5
87257,7
87258,7
87259,9
87260,7
87261,8
87262,6
87263,7
87264,9
87265,7
87266,8
87267,7
87268,8
87269,8
87270,7
87271,8
87272,6
87273,8
87274,8
87275,5
87276,5
87277,8
87278,5
87279,6
87280,5
87281,8
87282,7
87283,8
87284,8
87285,7
87286,4
87287,6
87288,8
87289,8
87290,8
87291,7
87292,4
87293,7
87294,7
87295,9
87296,6
87297,5
87298,7
87299,7
87300,7
87301,4
87302,6
87303,8
87304,8
87305,6
87306,5
87307,7
87308,5
87309,5
87310,8
87311,6
87312,1
87313,9
87314,6
87315,7
87316,7
87317,8
87318,7
87319,8
87320,8
87321,7
87322,8
87323,8
87324,7
87325,8
87326,6
87327,8
87328,8
87329,8
87330,8
87331,6
87332,6
87333,6
87334,8
87335,7
87336,8
87337,7
87338,9
87339,7
87340,8
87341,9
87342,6
87343,8
87344,8
87345,8
87346,7
87347,8
87348,6
87349,9
87350,3
87351,8
87352,7
87353,8
87354,6
87355,7
87356,7
87357,4
87358,7
87359,7
87360,9
87361,6
87362,8
87363,5
87364,7
87365,7
87366,8
87367,8
87368,4
87369,9
87370,7
87371,5
87372,8
87373,7
87374,7
87375,8
87376,8
87377,8
87378,9
87379,6
87380,8
87381,7
87382,6
87383,7
87384,8
87385,8
87386,7
87387,9
87388,7
87389,8
87390,8
87391,5
87392,6
87393,8
87394,9
87395,5
87396,8
87397,9
87398,8
87399,7
87400,8
87401,7
87402,7
87403,7
87404,7
87405,6
87406,7
87407,4
87408,7
87409,7
87410,8
87411,8
87412,5
87413,6
87414,3
87415,7
87416,6
87417,6
87418,8
87419,7
87420,10
87421,6
87422,6
87423,8
87424,8
87425,8
87426,6
87427,8
87428,6
87429,6
87430,6
87431,7
87432,8
87433,6
87434,8
87435,7
87436,6
87437,6
87438,7
87439,7
87440,8
87441,7
87442,7
87443,7
87444,7
87445,4
87446,7
87447,6
87448,7
87449,9
87450,9
87451,5
87452,6
87453,9
87454,9
87455,6
87456,4
87457,8
87458,7
87459,7
87460,8
87461,6
87462,7
87463,8
87464,8
87465,9
87466,8
87467,8
87468,9
87469,7
87470,8
87471,8
87472,8
87473,5
87474,8
87475,4
87476,4
87477,8
87478,8
87479,7
87480,8
87481,6
87482,8
87483,7
87484,8
87485,6
87486,6
87487,6
87488,10
87489,7
87490,5
87491,6
87492,6
87493,9
87494,8
87495,8
87496,8
87497,6
87498,7
87499,8
87500,7
87501,7
87502,6
87503,8
87504,7
87505,5
87506,5
87507,8
87508,10
87509,7
87510,5
87511,7
87512,4
87513,7
87514,7
87515,7
87516,8
87517,7
87518,5
87519,6
87520,8
87521,5
87522,4
87523,5
87524,8
87525,8
87526,8
87527,6
87528,7
87529,8
87530,7
87531,6
87532,6
87533,7
87534,4
87535,8
87536,8
87537,8
87538,9
87539,8
87540,8
87541,7
87542,6
87543,7
87544,5
87545,7
87546,3
